Kng1	0.04990524798631668
Grem1	0.036113470792770386
Serpinb11	0.03055005893111229
Igfbp3	0.029902538284659386
Apoa1	0.02780170924961567
Pappa	0.02559121884405613
Mest	0.021700654178857803
H6pd	0.016597870737314224
Cpxm1	0.01630454696714878
Pclaf	0.015950536355376244
Atp1b1	0.015436251647770405
Clu	0.014366645365953445
Arrdc3	0.012821781449019909
Ccl9	0.012762143276631832
Bmf	0.012734797783195972
Gsta4	0.012426245957612991
Bmp2	0.012406679801642895
Cadps	0.011953894980251789
Ttc38	0.011919884942471981
Cfap100	0.011721673421561718
Retreg1	0.011432747356593609
Cfh	0.011273497715592384
Smarca1	0.011234499514102936
Ctla2a	0.011212931014597416
Kng2	0.011032763868570328
Zfp811	0.010765968821942806
Trf	0.010541972704231739
Pik3r1	0.010435981675982475
Ager	0.010148839093744755
Csrp2	0.01010822132229805
Prrx1	0.010101457126438618
Ptn	0.009973490610718727
Runx1t1	0.009866737760603428
Thbs1	0.009782825596630573
Carmil1	0.009723223745822906
Cpd	0.00942116230726242
Anxa8	0.009413430467247963
Abcg1	0.009385459125041962
Aldh1b1	0.009277984499931335
Col4a2	0.008991126902401447
Ppm1l	0.008973493240773678
Mex3b	0.008944414556026459
Sparc	0.008847967721521854
Snai2	0.008838579058647156
Ace2	0.008788294158875942
Tnfaip2	0.008682104758918285
Auts2	0.008672386407852173
Krt19	0.008581142872571945
Col11a1	0.008506963029503822
Ogn	0.008479787968099117
