Serpinb11	0.03619202971458435
Bbox1	0.02801819145679474
Angptl7	0.014335602521896362
Col6a1	0.013897093012928963
Cdkn2b	0.013830172829329967
Cthrc1	0.013721190392971039
Apoa1	0.013416590169072151
Fosb	0.012678995728492737
Lox	0.012180718593299389
Ptn	0.012079018168151379
Clca3a1	0.011595039628446102
Actb	0.011360473930835724
Tob1	0.011075581423938274
Tnc	0.011063269339501858
Igfbp6	0.010426590219140053
Abhd2	0.010393921285867691
Sfrp1	0.010285058990120888
Kctd12	0.010212903842329979
Igfbp2	0.009956533089280128
Ace2	0.009816911071538925
Ifitm1	0.009810212068259716
Perp	0.009802247397601604
Slc12a2	0.009756158106029034
Slc6a6	0.009684001095592976
Fam107a	0.009524859488010406
Trp53inp1	0.009446387179195881
Ctla2a	0.009440794587135315
Arl6ip1	0.009323290549218655
Selenom	0.00925623532384634
Tagln2	0.009153974242508411
Serpinf1	0.009089332073926926
Nupr1	0.00888760294765234
Col25a1	0.008694889023900032
Ier2	0.008627288043498993
Col3a1	0.008606032468378544
Crabp1	0.008597171865403652
Gramd1b	0.008585499599575996
Rhou	0.008518815040588379
Kng1	0.008384281769394875
Plac8	0.008271106518805027
Ndnf	0.008228912949562073
Synpo2l	0.008144485764205456
Tm4sf1	0.00810354482382536
Krt19	0.008044900372624397
Trf	0.007818651385605335
Chrm3	0.007721057627350092
Lgalsl	0.007700568065047264
Fth1	0.007680188864469528
Spink1	0.007621542550623417
Mif	0.007611142937093973
